IS_MEMBER,AVG_DURATION,COUNT,date,temp_min,temp_avg,temp_max,rain,snow,wind_avg,wind_2min_peak
true,13.670378619,1796,2021-01-30,-1.6,-0.8,1.1,9.1,114,7.4,13.0
true,20.075675676,370,2021-01-31,-1.0,-0.7,0.0,7.4,160,7.5,10.7
true,15.346965699,1516,2021-02-01,-5.5,-1.4,0.6,0.0,0,5.0,10.3
true,16.496221662,1985,2021-02-02,-6.0,-3.3,0.6,0.0,0,4.1,7.6
true,15.38084922,2308,2021-02-03,-8.2,-3.6,2.2,0.0,0,2.3,5.8
true,13.221262458,1505,2021-02-04,-7.1,0.1,3.9,7.9,58,6.8,13.9
true,25.137168142,1130,2021-02-05,-13.2,-8.3,-7.1,0.0,3,8.1,13.9
true,23.712250712,702,2021-02-06,-16.6,-12.9,-11.0,1.8,18,4.1,7.2
true,33.36743215,479,2021-02-07,-21.6,-17.1,-14.9,0.0,0,3.7,7.2
true,21.230582524,824,2021-02-08,-17.1,-14.8,-9.3,2.0,99,1.8,5.4
true,12.892952721,1121,2021-02-09,-17.7,-13.2,-7.7,0.0,3,3.7,8.1
true,17.289962825,1076,2021-02-10,-14.3,-12.4,-8.8,0.8,13,3.7,7.2
true,17.805363322,1156,2021-02-11,-16.6,-11.3,-6.0,0.3,10,5.1,8.1
true,13.915106952,1496,2021-02-12,-13.8,-10.1,-8.2,0.3,3,4.3,6.7
true,18.251327434,565,2021-02-13,-18.2,-13.4,-11.0,3.0,81,4.9,7.2
true,44.679586563,387,2021-02-14,-20.5,-17.7,-15.5,0.8,15,4.8,7.6
true,51.837662338,308,2021-02-15,-17.7,-15.8,-11.0,4.8,155,7.2,11.6
true,46.321585903,227,2021-02-16,-13.8,-11.3,-6.6,0.3,20,4.6,8.9
true,47.981273408,534,2021-02-17,-14.3,-9.2,-2.7,0.0,0,2.2,4.5
true,25.3979442,681,2021-02-18,-8.2,-6.3,-3.2,1.0,41,2.5,5.4
true,26.696517413,804,2021-02-19,-13.8,-8.8,-6.6,0.0,0,3.9,6.7
true,28.621592148,917,2021-02-20,-14.9,-8.4,-1.6,0.0,0,2.3,5.4
true,23.632102273,704,2021-02-21,-8.2,-3.6,2.8,8.1,30,4.9,8.9
true,15.816262705,1279,2021-02-22,-3.2,0.4,4.4,0.0,0,6.7,9.4
true,17.207820738,2276,2021-02-23,2.8,4.7,8.3,0.0,0,4.5,8.1
true,12.540939076,2577,2021-02-24,0.0,5.6,7.2,0.0,0,4.9,9.8
true,12.78438949,2588,2021-02-25,-2.7,1.1,4.4,0.0,0,3.2,7.6
true,13.115487316,2996,2021-02-26,-4.3,0.9,6.1,0.5,0,3.7,8.1
true,16.549440076,4197,2021-02-27,0.6,4.6,11.1,0.0,0,3.2,5.8
true,14.103962505,2347,2021-02-28,1.1,6.0,9.4,0.3,0,5.2,12.5
true,10.906525573,2835,2021-03-01,-4.3,0.3,1.7,0.0,0,3.8,8.9
true,11.923903038,3259,2021-03-02,-5.5,-1.3,6.1,0.0,0,4.8,9.8
true,13.782598331,4195,2021-03-03,0.6,6.8,15.0,0.0,0,3.7,8.1
true,11.192093885,3238,2021-03-04,-2.7,2.1,2.8,0.0,0,6.0,10.7
true,12.327784891,3905,2021-03-05,-4.3,1.2,9.4,0.0,0,2.6,7.2
true,14.415678684,4133,2021-03-06,-3.2,2.5,8.9,0.0,0,1.5,5.8
true,15.883914628,3842,2021-03-07,-3.2,2.5,11.1,0.0,0,3.2,6.7
true,14.375348189,5744,2021-03-08,6.7,10.4,16.7,0.0,0,4.8,10.7
true,14.692485371,6494,2021-03-09,4.4,11.4,20.6,0.0,0,4.5,12.5
true,12.763409401,5127,2021-03-10,13.9,16.1,20.6,0.0,0,8.5,16.5
true,12.427895534,5284,2021-03-11,5.6,12.9,17.8,4.1,0,6.2,16.1
true,13.014554275,4947,2021-03-12,2.8,7.3,12.2,0.0,0,3.7,7.2
true,16.823722688,6087,2021-03-13,-0.5,6.2,15.0,0.0,0,2.4,5.4
true,13.019859065,3122,2021-03-14,2.2,7.4,8.9,0.0,0,7.5,13.9
true,10.636612022,1830,2021-03-15,-1.6,1.7,4.4,5.8,46,7.2,12.5
true,12.106646526,3310,2021-03-16,0.6,1.6,3.3,0.0,0,2.9,5.4
true,10.813945461,2897,2021-03-17,1.1,2.1,3.9,9.4,0,5.9,12.5
true,10.864308914,2771,2021-03-18,2.2,3.7,6.1,1.5,0,12.5,17.4
true,12.463337117,4405,2021-03-19,0.0,3.9,7.2,0.0,0,4.6,10.3
true,15.526650367,6135,2021-03-20,-2.1,4.9,14.4,0.0,0,2.8,6.3
true,18.086573204,6919,2021-03-21,2.8,9.9,18.3,0.0,0,4.4,8.9
true,15.357109412,6407,2021-03-22,7.8,13.6,20.0,0.0,0,4.4,9.4
true,11.599897146,3889,2021-03-23,10.0,13.8,17.8,6.1,0,4.7,10.3
true,13.033339308,5579,2021-03-24,7.8,12.9,14.4,0.3,0,6.7,13.0
true,11.797770346,4485,2021-03-25,3.3,8.3,10.0,4.6,0,5.2,12.5
true,11.779822768,4401,2021-03-26,1.7,4.1,7.2,0.0,0,2.9,9.4
true,15.480162449,6402,2021-03-27,2.2,8.4,18.9,0.0,0,4.3,8.9
true,14.471945591,4117,2021-03-28,1.7,8.7,10.6,0.0,0,7.0,13.0
true,14.125816128,5667,2021-03-29,-0.5,6.4,16.7,0.0,0,6.7,12.1
true,13.764809197,6263,2021-03-30,6.7,13.8,20.0,0.0,0,7.6,13.0
true,11.961160905,4686,2021-03-31,0.0,5.6,6.7,0.0,0,6.3,9.8
true,11.627349159,4044,2021-04-01,-4.3,0.8,4.4,0.0,0,5.2,9.4
true,13.385322723,5655,2021-04-02,-3.2,2.2,10.6,0.0,0,3.9,7.6
true,18.630140242,8414,2021-04-03,4.4,10.7,21.7,0.0,0,5.8,10.7
true,18.720200753,7173,2021-04-04,6.1,15.4,24.4,0.0,0,2.6,8.1
true,14.106047198,6780,2021-04-05,15.6,19.4,24.4,0.0,0,5.2,10.3
true,15.449431033,9403,2021-04-06,15.0,20.9,27.2,0.0,0,4.8,9.8
true,14.731162481,8998,2021-04-07,15.6,21.2,27.8,0.0,0,4.7,13.0
true,12.406405881,3809,2021-04-08,11.1,17.5,20.6,9.1,0,4.1,10.3
true,15.622458858,7231,2021-04-09,10.6,12.3,16.7,0.0,0,4.7,10.7
true,13.912039925,3206,2021-04-10,8.3,11.6,12.8,6.6,0,3.6,9.4
true,15.840152566,5768,2021-04-11,7.2,10.1,13.3,0.3,0,2.3,5.4
true,14.493974215,7136,2021-04-12,8.9,12.5,16.7,0.0,0,5.1,10.3
true,13.485100287,6980,2021-04-13,5.6,9.7,12.2,0.0,0,5.1,10.3
true,12.428048578,6011,2021-04-14,2.2,6.8,10.6,0.0,0,4.6,8.1
true,13.251395731,6090,2021-04-15,3.9,7.1,13.3,0.0,0,4.0,8.1
true,13.507021862,6907,2021-04-16,3.3,8.3,13.9,0.0,0,2.9,5.8
true,15.578939869,7018,2021-04-17,1.7,6.7,13.3,0.0,0,3.2,7.2
true,16.63647111,6767,2021-04-18,3.9,9.6,16.7,0.0,0,2.6,6.7
true,12.752355592,4882,2021-04-19,4.4,10.5,11.1,0.0,0,5.3,8.1
true,11.332503113,4818,2021-04-20,1.1,4.6,6.1,0.0,0,2.8,6.7
true,11.832213398,4911,2021-04-21,0.6,3.9,10.0,0.0,0,4.0,11.2
true,13.582614841,7075,2021-04-22,0.0,5.4,15.6,0.0,0,4.1,8.1
true,13.61792689,7988,2021-04-23,6.1,11.6,16.7,0.0,0,4.7,8.9
true,15.39244186,7568,2021-04-24,6.7,13.0,17.8,0.0,0,2.2,10.3
true,14.169067627,4998,2021-04-25,3.9,7.9,8.3,0.0,0,4.9,8.1
true,14.810648093,8471,2021-04-26,4.4,11.6,26.1,0.0,0,6.8,14.3
true,14.921003443,10165,2021-04-27,10.0,22.9,30.6,0.0,0,6.4,9.8
true,12.503478434,5031,2021-04-28,7.8,11.3,10.6,1.0,0,4.1,6.7
true,13.102560264,6679,2021-04-29,8.9,11.9,21.7,1.0,0,4.3,16.1
true,13.669910679,7501,2021-04-30,5.6,11.7,13.3,0.0,0,5.3,12.5
true,16.776424793,10019,2021-05-01,5.6,13.3,29.4,0.0,0,7.7,15.7
true,18.205842743,9653,2021-05-02,17.2,23.6,29.4,0.0,0,7.2,13.0
true,13.449338496,6198,2021-05-03,14.4,18.6,22.8,1.8,0,3.9,7.6
true,11.799754676,6522,2021-05-04,7.2,13.8,14.4,0.0,0,3.8,6.7
true,13.356687131,8307,2021-05-05,5.0,10.7,16.1,0.0,0,4.1,9.4
true,12.513926042,6355,2021-05-06,6.7,9.6,13.3,1.5,0,3.4,7.6
true,13.491555331,7934,2021-05-07,3.9,10.1,15.6,0.0,0,4.4,10.3
true,15.223227549,7405,2021-05-08,2.8,7.2,12.2,2.5,0,3.0,6.7
true,14.466422466,4095,2021-05-09,4.4,7.8,13.9,3.0,0,5.5,10.3
true,11.648245196,6297,2021-05-10,3.9,7.9,11.1,0.0,0,4.1,7.6
true,12.835636656,7453,2021-05-11,2.2,7.9,13.3,0.0,0,3.1,9.4
true,12.562713408,8786,2021-05-12,2.8,9.9,16.7,0.0,0,2.6,6.3
true,13.586941021,9817,2021-05-13,5.0,13.0,21.1,0.0,0,2.2,6.3
true,14.350274465,10566,2021-05-14,8.9,15.7,21.7,0.0,0,3.0,8.9
true,14.369248522,6933,2021-05-15,12.8,14.8,16.7,0.3,0,3.2,8.1
true,16.692548528,9582,2021-05-16,12.8,16.5,22.2,0.0,0,1.7,5.4
true,13.88449245,9073,2021-05-17,13.3,17.5,21.1,0.0,0,3.4,6.7
true,12.325157233,7950,2021-05-18,14.4,18.4,24.4,1.8,0,4.4,9.4
true,13.715618417,9969,2021-05-19,18.3,20.4,23.9,1.0,0,4.9,9.4
true,14.005949738,11261,2021-05-20,18.9,23.4,30.0,0.0,0,4.8,9.4
true,14.395403065,12008,2021-05-21,20.6,25.2,30.0,0.0,0,3.8,9.4
true,17.101043643,12648,2021-05-22,21.1,25.3,31.1,0.0,0,3.4,7.2
true,16.265444671,8838,2021-05-23,13.3,24.1,27.8,0.5,0,3.4,6.7
true,14.312972873,10838,2021-05-24,13.3,20.3,32.2,0.0,0,3.3,7.2
true,13.071331089,10991,2021-05-25,20.0,26.1,29.4,0.8,0,6.0,11.2
true,13.83717567,11755,2021-05-26,13.3,22.7,27.8,18.8,0,5.2,9.8
true,11.815566836,7683,2021-05-27,9.4,14.1,15.0,0.8,0,7.9,12.5
true,11.473899033,4655,2021-05-28,6.7,9.0,9.4,12.7,0,8.7,14.3
true,15.585262918,8767,2021-05-29,7.2,10.8,15.6,0.0,0,5.6,10.7
true,16.740484048,9090,2021-05-30,5.6,13.2,20.6,0.0,0,2.2,6.3
true,17.029707658,8449,2021-05-31,12.2,17.1,21.1,0.0,0,3.2,7.6
true,14.658941926,10831,2021-06-01,10.0,17.3,25.0,0.0,0,1.9,5.8
true,13.746120108,11856,2021-06-02,12.8,19.6,25.6,0.0,0,2.6,6.3
true,14.517548039,12594,2021-06-03,13.3,21.5,30.6,0.0,0,2.4,6.7
true,14.592297265,12541,2021-06-04,21.7,26.6,32.8,0.0,0,4.9,9.8
true,16.059963931,13308,2021-06-05,20.6,27.0,33.3,0.0,0,5.5,9.4
true,16.589775898,11111,2021-06-06,22.2,27.5,31.7,0.0,0,5.1,9.8
true,13.309559939,9885,2021-06-07,21.7,25.3,26.7,0.0,0,3.0,6.3
true,14.17470306,12713,2021-06-08,21.7,25.3,32.8,0.3,0,1.9,4.0
true,14.166837933,13624,2021-06-09,21.1,26.6,31.7,0.0,0,2.6,7.2
true,14.523044745,13387,2021-06-10,18.9,25.2,32.2,0.0,0,2.6,5.8
true,14.008952353,13516,2021-06-11,21.7,27.3,33.3,0.0,0,1.9,6.7
true,16.279190245,12547,2021-06-12,20.0,26.6,33.9,38.1,0,2.3,13.9
true,17.20009457,12689,2021-06-13,18.9,25.5,30.6,0.0,0,3.2,5.8
true,14.046808864,12049,2021-06-14,18.3,24.1,28.3,0.0,0,5.2,10.3
true,13.490257507,13087,2021-06-15,15.0,21.4,25.0,0.0,0,4.3,8.9
true,13.994225911,13855,2021-06-16,13.3,19.5,25.0,0.0,0,3.1,6.7
true,13.726794967,13510,2021-06-17,14.4,21.9,31.1,1.0,0,3.6,8.1
true,14.373482504,12603,2021-06-18,19.4,27.2,32.2,5.3,0,3.8,15.7
true,16.555672427,13310,2021-06-19,17.8,26.4,32.2,0.0,0,4.8,9.8
true,15.722706909,8482,2021-06-20,16.7,22.4,27.8,47.0,0,2.8,13.4
true,13.104444633,11767,2021-06-21,13.3,21.0,22.2,0.0,0,5.5,11.2
true,14.10179772,13684,2021-06-22,12.2,17.2,22.8,0.0,0,3.4,8.1
true,13.226598001,13204,2021-06-23,17.2,20.5,26.1,0.5,0,6.4,11.2
true,12.105709877,9072,2021-06-24,20.0,22.2,24.4,11.7,0,4.5,11.2
true,14.299486322,8371,2021-06-25,21.1,22.2,25.0,33.3,0,4.1,9.8
true,13.744815846,6462,2021-06-26,21.1,23.9,27.8,16.0,0,4.6,8.1
true,16.378981712,11647,2021-06-27,20.0,24.7,28.3,0.0,0,5.3,11.2
true,12.527168732,9441,2021-06-28,18.9,22.2,27.8,4.3,0,2.6,6.3
true,13.392279197,10258,2021-06-29,22.2,24.6,28.9,7.4,0,3.3,7.2
true,13.229772889,11272,2021-06-30,21.1,24.9,28.3,7.4,0,2.6,10.7
true,13.595678308,13143,2021-07-01,15.0,21.8,24.4,0.0,0,6.0,10.7
true,13.526853818,12717,2021-07-02,13.9,18.2,22.8,0.0,0,3.0,5.8
true,16.607232367,11172,2021-07-03,15.0,21.3,30.0,0.0,0,4.0,7.2
true,17.120081549,9810,2021-07-04,21.1,26.2,31.7,0.0,0,3.2,6.7
true,16.510387812,10108,2021-07-05,22.8,27.6,32.8,0.0,0,5.5,10.3
true,13.340207053,11881,2021-07-06,25.0,28.6,32.8,0.0,0,4.5,7.6
true,12.925721806,12157,2021-07-07,19.4,26.9,31.7,0.0,0,3.9,10.7
true,13.048317091,12211,2021-07-08,16.1,19.3,20.0,0.0,0,3.5,6.3
true,14.487744174,13259,2021-07-09,15.0,19.1,24.4,0.0,0,3.4,6.3
true,15.156964657,9620,2021-07-10,17.2,20.7,24.4,2.8,0,4.4,8.1
true,13.603048264,5905,2021-07-11,18.9,19.9,21.7,2.3,0,5.9,9.8
true,12.302085222,11030,2021-07-12,19.4,20.9,23.3,1.0,0,3.8,5.8
true,12.862905792,12568,2021-07-13,20.0,21.7,26.7,0.0,0,2.5,5.8
true,13.059906812,13521,2021-07-14,20.6,24.6,28.9,0.0,0,4.5,8.1
true,12.609522959,11194,2021-07-15,18.9,24.1,26.1,28.4,0,4.5,9.4
true,12.933500418,11970,2021-07-16,18.3,20.5,22.8,1.0,0,5.2,8.1
true,15.278200488,13537,2021-07-17,17.8,21.4,25.0,0.0,0,4.9,8.9
true,16.237944596,11696,2021-07-18,17.2,22.6,27.8,0.0,0,3.6,6.3
true,13.78996814,12241,2021-07-19,17.8,23.0,29.4,0.0,0,2.4,6.3
true,13.041335569,13717,2021-07-20,19.4,24.6,31.1,0.0,0,4.2,8.1
true,13.159860231,13737,2021-07-21,18.3,20.9,23.9,0.0,0,4.0,6.7
true,13.028251445,13840,2021-07-22,17.8,22.3,30.0,0.0,0,2.0,5.4
true,13.732279615,12274,2021-07-23,23.3,26.9,31.7,0.0,0,3.4,6.3
true,15.019770075,11482,2021-07-24,23.9,27.8,33.3,3.0,0,3.9,14.3
true,15.645222819,11534,2021-07-25,22.2,27.5,32.2,0.0,0,2.6,7.2
true,13.30041487,12293,2021-07-26,21.1,27.6,34.4,0.0,0,1.8,5.4
true,13.464605735,13392,2021-07-27,21.7,26.8,30.6,0.0,0,3.1,7.6
true,12.992417417,13320,2021-07-28,21.1,27.2,31.1,5.3,0,3.6,9.4
true,13.524319741,12973,2021-07-29,20.6,27.6,31.7,4.3,0,6.1,14.8
true,13.388126792,12903,2021-07-30,18.3,21.3,22.8,0.0,0,4.9,10.3
true,16.126623377,12628,2021-07-31,16.1,20.8,26.7,0.0,0,2.6,6.7
true,15.846797169,10881,2021-08-01,16.7,22.1,24.4,0.0,0,4.8,8.1
true,13.541975101,11888,2021-08-02,15.6,20.4,25.6,0.0,0,2.2,5.8
true,13.413079848,13150,2021-08-03,16.7,22.0,28.3,0.0,0,1.8,5.8
true,13.253080921,13470,2021-08-04,17.8,23.8,29.4,0.0,0,1.5,6.3
true,13.339952579,13496,2021-08-05,18.9,24.4,30.6,0.0,0,3.5,7.2
true,13.191973353,12309,2021-08-06,18.9,25.0,28.3,4.8,0,4.6,13.4
true,16.241422925,12650,2021-08-07,19.4,24.6,31.7,0.0,0,3.4,5.8
true,15.932463326,10498,2021-08-08,21.7,28.2,33.3,0.8,0,5.3,13.4
true,12.459916959,9393,2021-08-09,21.1,23.7,28.3,16.3,0,4.5,9.4
true,12.641914912,11447,2021-08-10,21.1,27.2,33.9,9.7,0,3.8,16.1
true,12.922476111,12035,2021-08-11,22.2,25.4,31.1,2.3,0,6.0,14.8
true,12.858317177,12895,2021-08-12,22.2,26.7,29.4,0.0,0,4.3,12.5
true,13.75399361,13772,2021-08-13,21.1,24.4,28.9,0.0,0,2.9,5.8
true,16.642877412,14096,2021-08-14,16.7,22.7,26.7,0.0,0,2.9,5.8
true,16.602297907,12185,2021-08-15,15.6,21.4,26.7,0.0,0,2.8,6.7
true,13.868061656,12521,2021-08-16,17.2,22.4,26.7,0.0,0,2.6,6.7
true,13.296838747,13792,2021-08-17,18.9,23.4,28.9,0.0,0,2.3,5.8
true,13.142095018,13871,2021-08-18,21.1,25.1,30.0,0.0,0,3.0,6.3
true,12.836935314,13326,2021-08-19,22.2,26.2,31.1,0.0,0,2.6,6.7
true,13.865178089,12943,2021-08-20,21.1,26.6,32.8,0.0,0,2.4,6.3
true,15.901037165,11570,2021-08-21,22.8,26.5,31.1,15.2,0,3.7,9.8
true,16.559077561,11578,2021-08-22,21.1,24.6,28.3,0.0,0,3.9,7.2
true,12.977348066,12670,2021-08-23,19.4,23.9,30.6,0.0,0,2.6,6.3
true,11.338368006,10527,2021-08-24,22.2,28.1,35.0,48.5,0,3.8,17.4
true,11.970167858,12034,2021-08-25,21.7,25.9,34.4,9.9,0,2.9,9.8
true,13.285906135,14148,2021-08-26,21.1,25.2,32.2,0.0,0,2.4,5.8
true,13.071744509,13339,2021-08-27,22.8,27.1,32.8,0.0,0,2.7,6.3
true,15.070518616,12167,2021-08-28,24.4,28.7,33.3,0.0,0,3.8,7.6
true,14.358389913,10310,2021-08-29,22.2,27.5,31.7,7.1,0,4.7,10.3
true,12.668373779,12692,2021-08-30,19.4,24.6,29.4,0.0,0,2.1,6.7
true,12.401074566,13773,2021-08-31,18.9,23.7,27.8,0.0,0,3.6,9.4
true,12.916004697,14477,2021-09-01,17.2,22.9,24.4,0.0,0,5.4,9.4
true,13.187513612,13775,2021-09-02,16.7,20.8,25.6,0.0,0,2.6,6.7
true,13.155805936,11893,2021-09-03,17.8,20.9,23.9,0.3,0,3.1,5.4
true,14.729698927,10529,2021-09-04,17.2,21.2,22.8,0.0,0,3.8,7.6
true,16.702340832,10979,2021-09-05,15.6,20.8,27.8,0.0,0,3.7,8.9
true,16.453918956,10883,2021-09-06,16.1,22.2,27.8,0.0,0,2.2,6.3
true,12.018412368,11514,2021-09-07,18.3,22.4,31.1,0.0,0,4.7,11.6
true,13.2,14430,2021-09-08,15.0,20.9,26.1,0.0,0,4.7,9.8
true,12.996333449,14455,2021-09-09,14.4,19.4,25.0,0.0,0,2.5,5.8
true,13.539809032,13929,2021-09-10,15.0,20.3,26.7,0.0,0,2.6,6.7
true,14.827930558,13018,2021-09-11,18.3,23.1,30.6,0.0,0,3.9,8.1
true,14.637795276,11557,2021-09-12,20.0,26.0,30.6,0.0,0,4.7,9.4
true,12.823414099,12753,2021-09-13,20.0,23.7,31.1,0.0,0,2.7,7.2
true,12.391529512,14096,2021-09-14,18.9,25.1,30.0,0.0,0,6.0,10.3
true,12.733180746,14418,2021-09-15,15.0,20.2,26.1,0.0,0,2.6,6.7
true,13.403011394,14744,2021-09-16,13.9,20.4,27.8,0.0,0,2.6,6.7
true,13.979354839,13175,2021-09-17,17.8,23.8,31.7,11.4,0,3.6,8.9
true,15.483383686,12909,2021-09-18,18.9,21.9,25.0,0.0,0,4.2,7.6
true,16.647526275,11703,2021-09-19,17.8,23.1,31.7,0.0,0,2.4,6.7
true,12.065420561,11770,2021-09-20,21.1,24.3,27.8,2.0,0,5.0,11.2
true,11.501264278,11469,2021-09-21,15.6,20.6,23.9,4.3,0,5.5,9.4
true,11.627835517,11065,2021-09-22,13.3,15.4,17.2,10.2,0,7.5,12.5
true,11.691943128,12871,2021-09-23,10.6,14.4,19.4,0.0,0,4.8,8.9
true,13.210702341,13156,2021-09-24,11.1,17.1,26.1,3.0,0,5.8,11.2
true,14.728946526,12492,2021-09-25,10.0,16.3,20.6,0.0,0,4.3,8.9
true,15.104681292,11578,2021-09-26,12.2,18.9,28.3,0.0,0,5.6,11.6
true,12.762237226,13034,2021-09-27,17.2,23.0,30.6,0.0,0,5.3,9.8
true,12.292291372,14140,2021-09-28,15.6,18.8,22.8,0.0,0,4.0,6.7
true,12.515214099,14526,2021-09-29,12.8,19.4,27.8,0.0,0,2.3,5.4
true,12.266671226,14621,2021-09-30,15.0,20.4,26.7,0.0,0,2.1,6.3