day,IS_MEMBER,COUNT,AVG_DURATION,MIN_DURATION,MAX_DURATION,STDDEV_DURATION,year_month,dayofweek,weeknum
2021-06-02,false,8090,27.320519159,1,1244,46.7477224497859,2021-6,3,22
2021-06-02,true,11855,13.620835091,1,786,15.322443667499753,2021-6,3,22
2021-06-03,false,10589,30.163188214,1,1387,59.44408789350846,2021-6,4,22
2021-06-03,true,12591,14.163847192,1,756,16.753519191761246,2021-6,4,22
2021-06-04,false,12877,31.204861381,1,1427,62.850789635754111,2021-6,5,22
2021-06-04,true,12540,14.473923445,1,1301,26.001377820452561,2021-6,5,22
2021-06-05,false,22681,33.061990212,1,1437,57.820901026064,2021-6,6,22
2021-06-05,true,13306,15.837065985,1,1046,18.837523832837423,2021-6,6,22
2021-06-06,false,17431,34.19430899,1,1420,54.87141804996736,2021-6,7,22
2021-06-06,true,11108,16.190763414,1,1126,22.529592375773152,2021-6,7,22
2021-06-07,false,7523,28.48717267,1,1287,47.181013705253413,2021-6,1,23
2021-06-07,true,9884,13.159247268,1,1055,16.563147453956727,2021-6,1,23
2021-06-08,false,9580,29.829018789,1,1387,57.723699315892311,2021-6,2,23
2021-06-08,true,12711,13.94107466,1,894,18.299475673420982,2021-6,2,23
2021-06-09,false,10832,28.48245938,1,1336,49.646310584578814,2021-6,3,23
2021-06-09,true,13622,13.948832771,1,1089,16.142378132851313,2021-6,3,23
2021-06-10,false,11818,27.796919953,1,1353,50.344042786536257,2021-6,4,23
2021-06-10,true,13382,13.968390375,1,1174,22.620222377425378,2021-6,4,23
2021-06-11,false,15837,28.502241586,1,1394,49.76572707941034,2021-6,5,23
2021-06-11,true,13515,13.899075102,1,865,18.258359471718791,2021-6,5,23
2021-06-12,false,21394,29.736982331,1,1380,49.461493393993955,2021-6,6,23
2021-06-12,true,12543,15.806665072,1,1031,24.143549020885956,2021-6,6,23
2021-06-13,false,21467,33.678902502,1,1414,54.233119678719525,2021-6,7,23
2021-06-13,true,12685,16.732834056,1,1428,23.524137964609476,2021-6,7,23
2021-06-14,false,10928,30.055728404,1,1337,50.256997885984866,2021-6,1,24
2021-06-14,true,12048,13.923555777,1,1087,25.325085254216681,2021-6,1,24
2021-06-15,false,10705,27.375058384,1,1421,48.174512614367032,2021-6,2,24
2021-06-15,true,13087,13.490257507,1,1071,18.840457168109527,2021-6,2,24
2021-06-16,false,11349,27.667195348,1,1371,49.662977291868387,2021-6,3,24
2021-06-16,true,13852,13.672610453,1,1321,19.93531680045729,2021-6,3,24
2021-06-17,false,12371,26.442243958,1,1155,47.886652372991087,2021-6,4,24
2021-06-17,true,13509,13.616848027,1,937,19.777451577342937,2021-6,4,24
2021-06-18,false,15026,27.99747105,1,1388,48.961121261415407,2021-6,5,24
2021-06-18,true,12601,14.137846203,1,1127,21.22057860204416,2021-6,5,24
2021-06-19,false,22395,31.679615986,1,1370,51.297961725503527,2021-6,6,24
2021-06-19,true,13305,15.998571965,1,974,19.330237877996822,2021-6,6,24
2021-06-20,false,12323,31.954718818,1,1394,55.372790840988117,2021-6,7,24
2021-06-20,true,8479,15.197900696,1,717,18.302731110637914,2021-6,7,24
2021-06-21,false,9431,27.123210688,1,1174,49.4316599705235,2021-6,1,25
2021-06-21,true,11765,12.851848704,1,709,15.727197208225252,2021-6,1,25
2021-06-22,false,11438,26.695838433,1,1194,46.962520187034926,2021-6,2,25
2021-06-22,true,13679,13.559032093,1,872,18.199413789976113,2021-6,2,25
2021-06-23,false,10302,25.076392933,1,1379,45.831063686513907,2021-6,3,25
2021-06-23,true,13202,13.001514922,1,875,16.315617102573203,2021-6,3,25
2021-06-24,false,5975,23.875648536,1,1435,62.776042930420488,2021-6,4,25
2021-06-24,true,9071,11.941792526,1,1236,17.929894672562668,2021-6,4,25
2021-06-25,false,8161,25.977821345,1,1303,57.723830061754811,2021-6,5,25
2021-06-25,true,8370,14.124014337,1,988,33.246246943924739,2021-6,5,25
2021-06-26,false,7952,25.492328974,1,1316,61.746214552617666,2021-6,6,25
2021-06-26,true,6462,13.744815846,1,1433,34.697517255609526,2021-6,6,25
2021-06-27,false,16502,31.458853472,1,1311,48.686012493094381,2021-6,7,25
2021-06-27,true,11646,16.251674395,1,1359,30.60030696007713,2021-6,7,25
2021-06-28,false,6617,24.873356506,1,1349,45.265916034177174,2021-6,1,26
2021-06-28,true,9441,12.527168732,1,677,16.570000192793479,2021-6,1,26
2021-06-29,false,7200,24.36375,1,1311,46.016745651794466,2021-6,2,26
2021-06-29,true,10255,12.957679181,1,1066,18.859783449615936,2021-6,2,26
2021-06-30,false,7281,23.615986815,1,1382,51.0900225049034,2021-6,3,26
2021-06-30,true,11270,12.966104703,1,1013,19.022638761427853,2021-6,3,26
2021-07-01,false,11188,25.406775116,1,1288,47.871731703810461,2021-7,4,26
2021-07-01,true,13142,13.482651042,1,612,17.761849599777594,2021-7,4,26
2021-07-02,false,13581,26.628525145,1,1379,44.680355977169313,2021-7,5,26
2021-07-02,true,12717,13.526853818,1,723,17.203585742011327,2021-7,5,26
2021-07-03,false,21284,32.221903777,1,1388,48.304621388577743,2021-7,6,26
2021-07-03,true,11170,16.341808415,1,1208,28.490735706200596,2021-7,6,26
2021-07-04,false,22887,34.035784506,1,1349,50.200484890127974,2021-7,7,26
2021-07-04,true,9809,16.969008054,1,1126,25.154753119253765,2021-7,7,26
2021-07-05,false,16617,32.825720648,1,1298,53.570549488143676,2021-7,1,27
2021-07-05,true,10103,15.77669999,1,1011,23.37132790719998,2021-7,1,27
2021-07-06,false,11353,26.677265921,1,1406,47.250068452438967,2021-7,2,27
2021-07-06,true,11880,13.215151515,1,1156,20.702469949599738,2021-7,2,27
2021-07-07,false,10496,24.582698171,1,1406,47.756522326610735,2021-7,3,27
2021-07-07,true,12157,12.925721806,1,1115,17.887122716304074,2021-7,3,27
2021-07-08,false,10378,22.573328194,1,1258,36.354691391446217,2021-7,4,27
2021-07-08,true,12210,12.926617527,1,920,21.155576455781119,2021-7,4,27
2021-07-09,false,15832,27.446690248,1,1391,43.291552027135751,2021-7,5,27
2021-07-09,true,13254,13.927719934,1,472,14.286841288033784,2021-7,5,27
2021-07-10,false,15022,27.061310079,1,1284,42.0803911803238,2021-7,6,27
2021-07-10,true,9617,14.694083394,1,871,19.423242449023721,2021-7,6,27
2021-07-11,false,7109,22.634688423,1,1096,42.213838949799026,2021-7,7,27
2021-07-11,true,5905,13.603048264,1,1402,28.559498762050854,2021-7,7,27
2021-07-12,false,8723,26.376590622,1,1081,45.968348495168705,2021-7,1,28
2021-07-12,true,11030,12.302085222,1,594,14.416500607249654,2021-7,1,28
2021-07-13,false,9991,25.206285657,1,1395,45.202616444251753,2021-7,2,28
2021-07-13,true,12566,12.626372752,1,660,13.721812715680251,2021-7,2,28
2021-07-14,false,11603,25.380505042,1,1342,47.524941917945554,2021-7,3,28
2021-07-14,true,13521,13.059906812,1,1042,17.993304385193298,2021-7,3,28
2021-07-15,false,9339,22.293179141,1,1225,43.555726663012841,2021-7,4,28
2021-07-15,true,11192,12.343906362,1,1206,19.202202024290173,2021-7,4,28
2021-07-16,false,11671,23.625996059,1,1343,40.71861818526807,2021-7,5,28
2021-07-16,true,11969,12.809340797,1,1105,16.648782629553125,2021-7,5,28
2021-07-17,false,23207,29.89395441,1,1425,50.416430215118979,2021-7,6,28
2021-07-17,true,13537,15.278200488,1,629,17.949211993741333,2021-7,6,28
2021-07-18,false,19783,30.953091038,1,1440,45.138676315370262,2021-7,7,28
2021-07-18,true,11694,15.984350949,1,618,17.847874292073449,2021-7,7,28
2021-07-19,false,11264,28.017223011,1,1253,45.7417818340794,2021-7,1,29
2021-07-19,true,12238,13.433404151,1,783,20.091808450790612,2021-7,1,29
2021-07-20,false,12131,24.992251257,1,1234,44.24802070019372,2021-7,2,29
2021-07-20,true,13717,13.041335569,1,1262,21.675309104306923,2021-7,2,29
2021-07-21,false,11318,24.033133062,1,1325,37.975865159450024,2021-7,3,29
2021-07-21,true,13737,13.159860231,1,1222,21.036387231431167,2021-7,3,29
2021-07-22,false,11859,24.990724344,1,1300,41.178438507697123,2021-7,4,29
2021-07-22,true,13840,13.028251445,1,855,17.562316696603677,2021-7,4,29
2021-07-23,false,13520,25.134245562,1,1280,38.248905836058576,2021-7,5,29
2021-07-23,true,12271,13.369163067,1,1025,19.060668341013656,2021-7,5,29
2021-07-24,false,19651,28.516665819,1,1316,48.7728068946133,2021-7,6,29
2021-07-24,true,11480,14.761236934,1,775,18.223540674274265,2021-7,6,29
2021-07-25,false,18848,29.732120119,1,1392,46.782811993394972,2021-7,7,29
2021-07-25,true,11533,15.516604526,1,851,19.546470694853078,2021-7,7,29
2021-07-26,false,10957,26.92972529,1,1396,47.499335809013651,2021-7,1,30
2021-07-26,true,12291,13.058660809,1,553,14.569544887739509,2021-7,1,30
2021-07-27,false,11268,25.189119631,1,1397,44.522072545428429,2021-7,2,30
2021-07-27,true,13388,13.020764864,1,902,18.421808506093537,2021-7,2,30
2021-07-28,false,12466,24.068265683,1,1203,38.544602988401053,2021-7,3,30
2021-07-28,true,13320,12.992417417,1,812,16.603421067752574,2021-7,3,30
2021-07-29,false,13212,24.313048744,1,1371,46.375332370749355,2021-7,4,30
2021-07-29,true,12973,13.524319741,1,1375,21.577392623686745,2021-7,4,30
2021-07-30,false,16259,24.824404945,1,1313,41.177546803956695,2021-7,5,30
2021-07-30,true,12901,13.159987598,1,479,15.081120045116322,2021-7,5,30
2021-07-31,false,22546,29.360950945,1,1392,44.814573356787413,2021-7,6,30
2021-07-31,true,12625,15.774257426,1,782,18.833214042782416,2021-7,6,30
2021-08-01,false,18691,29.180889198,1,1415,45.539404074981505,2021-8,7,30
2021-08-01,true,10878,15.437764295,1,888,18.070644822606731,2021-8,7,30
2021-08-02,false,11050,27.01239819,1,1418,43.216308826036112,2021-8,1,31
2021-08-02,true,11887,13.417010179,1,480,16.027227927554751,2021-8,1,31
2021-08-03,false,11254,26.350986316,1,1415,46.064704035587305,2021-8,2,31
2021-08-03,true,13147,13.074085343,1,530,15.083232582574951,2021-8,2,31
2021-08-04,false,11391,24.868404881,1,1356,40.469555161843751,2021-8,3,31
2021-08-04,true,13469,13.142772292,1,1056,16.758269326798224,2021-8,3,31
2021-08-05,false,12369,24.871533673,1,1406,43.792066379375,2021-8,4,31
2021-08-05,true,13495,13.232308262,1,1067,20.133347078583537,2021-8,4,31
2021-08-06,false,14163,25.633128574,1,1201,51.873667094753337,2021-8,5,31
2021-08-06,true,12309,13.191973353,1,730,16.346508271821921,2021-8,5,31
2021-08-07,false,22415,28.27374526,1,1268,41.873486894579024,2021-8,6,31
2021-08-07,true,12645,15.655120601,1,818,20.556533128084432,2021-8,6,31
2021-08-08,false,16578,28.709253227,1,1404,49.687560794479417,2021-8,7,31
2021-08-08,true,10494,15.368400991,1,909,22.162926860457247,2021-8,7,31
2021-08-09,false,7441,22.630560409,1,1248,35.743395172012846,2021-8,1,32
2021-08-09,true,9390,11.984984026,1,733,15.231479379360261,2021-8,1,32
2021-08-10,false,8825,23.208498584,1,1385,49.441559473060565,2021-8,2,32
2021-08-10,true,11446,12.512056614,1,873,19.948693224502396,2021-8,2,32
2021-08-11,false,8878,22.034805136,1,1302,39.656201976128962,2021-8,3,32
2021-08-11,true,12035,12.922476111,1,1347,22.638409937637377,2021-8,3,32
2021-08-12,false,10813,23.770646444,1,1434,45.283391190666542,2021-8,4,32
2021-08-12,true,12894,12.745773228,1,967,15.074168129591849,2021-8,4,32
2021-08-13,false,14517,25.35544534,1,1250,40.596618213216367,2021-8,5,32
2021-08-13,true,13770,13.538271605,1,1012,18.470861330506256,2021-8,5,32
2021-08-14,false,22722,29.209928703,1,1419,45.650563787599772,2021-8,6,32
2021-08-14,true,14093,16.327325623,1,1113,23.513679885666733,2021-8,6,32
2021-08-15,false,18750,30.212533333,1,1406,48.254064314993776,2021-8,7,32
2021-08-15,true,12182,16.237235265,1,657,19.322999121055734,2021-8,7,32
2021-08-16,false,10613,26.253839631,1,1239,43.174371998216813,2021-8,1,33
2021-08-16,true,12516,13.274768297,1,846,18.427797984590747,2021-8,1,33
2021-08-17,false,10741,23.973745461,1,1225,38.441995785350507,2021-8,2,33
2021-08-17,true,13789,12.973602147,1,799,17.042724211788915,2021-8,2,33
2021-08-18,false,10956,24.11683096,1,1219,39.9489022573038,2021-8,3,33
2021-08-18,true,13870,13.034967556,1,1091,18.075161590631108,2021-8,3,33
2021-08-19,false,11482,23.558961853,1,1169,37.844993887478147,2021-8,4,33
2021-08-19,true,13325,12.725403377,1,736,14.891941613668251,2021-8,4,33
2021-08-20,false,14958,24.978874181,1,1432,40.576528865360238,2021-8,5,33
2021-08-20,true,12939,13.406059201,1,902,17.288790507745219,2021-8,5,33
2021-08-21,false,19325,27.549081501,1,1348,44.901092220540662,2021-8,6,33
2021-08-21,true,11565,15.259835711,1,1053,22.28187577860961,2021-8,6,33
2021-08-22,false,18227,31.428759533,1,1361,47.416382031117557,2021-8,7,33
2021-08-22,true,11576,16.302954388,1,1032,20.574078862912742,2021-8,7,33
2021-08-23,false,10569,26.624846248,1,1042,43.376417858167734,2021-8,1,34
2021-08-23,true,12669,12.860052096,1,1099,19.264380003368128,2021-8,1,34
2021-08-24,false,6708,22.148479428,1,1432,55.596869904034541,2021-8,2,34
2021-08-24,true,10526,11.197035911,1,423,11.714335866125062,2021-8,2,34
2021-08-25,false,8274,21.095358956,1,1339,43.54769467607516,2021-8,3,34
2021-08-25,true,12034,11.970167858,1,938,17.479412354605461,2021-8,3,34
2021-08-26,false,11693,23.873770632,1,1427,48.764928736208233,2021-8,4,34
2021-08-26,true,14143,12.762497349,1,839,17.921946200007387,2021-8,4,34
2021-08-27,false,13971,23.435473481,1,1347,40.750584810924991,2021-8,5,34
2021-08-27,true,13339,13.071744509,1,836,19.02416647322941,2021-8,5,34
2021-08-28,false,18124,27.004965791,1,1419,45.107420741272627,2021-8,6,34
2021-08-28,true,12165,14.829593095,1,691,20.039151458133336,2021-8,6,34
2021-08-29,false,12919,27.442139484,1,1336,45.01687249741434,2021-8,7,34
2021-08-29,true,10310,14.358389913,1,481,17.472219183275325,2021-8,7,34
2021-08-30,false,9483,24.012548771,1,1148,35.788618501503308,2021-8,1,35
2021-08-30,true,12692,12.668373779,1,319,12.528137839571063,2021-8,1,35
2021-08-31,false,9163,20.776383281,1,1081,32.120796791587473,2021-8,2,35
2021-08-31,true,13773,12.401074566,1,809,15.031037044920975,2021-8,2,35
2021-09-01,false,10198,21.696999412,1,877,31.731291350540655,2021-9,3,35
2021-09-01,true,14476,12.813346228,1,694,13.96750378655414,2021-9,3,35
2021-09-02,false,10840,22.691420664,1,1134,38.246328239609767,2021-9,4,35
2021-09-02,true,13770,12.648002905,1,680,14.712818232407443,2021-9,4,35
2021-09-03,false,11763,23.296437984,1,1359,43.710573564400534,2021-9,5,35
2021-09-03,true,11891,12.905895215,1,1268,23.007287325950685,2021-9,5,35
2021-09-04,false,16922,28.595910649,1,1439,51.177835369020414,2021-9,6,35
2021-09-04,true,10528,14.588715805,1,1264,23.123929243750798,2021-9,6,35
2021-09-05,false,21369,32.995928682,1,1432,46.0530830073359,2021-9,7,35
2021-09-05,true,10979,16.702340832,1,1192,24.634076254082263,2021-9,7,35
2021-09-06,false,17728,32.190320397,1,1431,50.05857909812601,2021-9,1,36
2021-09-06,true,10882,16.317680573,1,913,20.907030222476607,2021-9,1,36
2021-09-07,false,7628,20.946906135,1,1277,41.871184048415145,2021-9,2,36
2021-09-07,true,11513,11.889255624,1,1026,18.749950753392458,2021-9,2,36
2021-09-08,false,9679,22.106519269,1,1260,38.734684462568275,2021-9,3,36
2021-09-08,true,14427,12.891037638,1,823,17.857496628689741,2021-9,3,36
2021-09-09,false,10397,21.71280177,1,1409,42.018618948924995,2021-9,4,36
2021-09-09,true,14451,12.585011418,1,767,16.345108473078007,2021-9,4,36
2021-09-10,false,12635,23.072180451,1,1220,35.208785566092224,2021-9,5,36
2021-09-10,true,13928,13.433156232,1,1048,18.170063004257671,2021-9,5,36
2021-09-11,false,19268,27.947270085,1,1366,45.619736865252662,2021-9,6,36
2021-09-11,true,13016,14.599877074,1,776,17.421785349928658,2021-9,6,36
2021-09-12,false,14929,27.91526559,1,1384,50.961684584246953,2021-9,7,36
2021-09-12,true,11556,14.509345794,1,800,18.151443579027369,2021-9,7,36
2021-09-13,false,8815,24.265002836,1,1345,47.894103447320951,2021-9,1,37
2021-09-13,true,12750,12.47372549,1,987,15.836029156769575,2021-9,1,37
2021-09-14,false,8940,21.300671141,1,1153,38.539270474116222,2021-9,2,37
2021-09-14,true,14095,12.286058886,1,829,15.539804845211297,2021-9,2,37
2021-09-15,false,10077,22.330653964,1,1437,37.21803492590913,2021-9,3,37
2021-09-15,true,14416,12.526983907,1,479,14.131781035764892,2021-9,3,37
2021-09-16,false,12048,22.848190571,1,1363,43.230720530534541,2021-9,4,37
2021-09-16,true,14741,13.100671596,1,833,17.14413057494691,2021-9,4,37
2021-09-17,false,13430,24.416157856,1,1360,41.368558581936163,2021-9,5,37
2021-09-17,true,13172,13.641132706,1,1142,22.389212746909198,2021-9,5,37
2021-09-18,false,19585,28.747459791,1,1336,49.991362509553923,2021-9,6,37
2021-09-18,true,12909,15.483383686,1,1245,24.968061845271219,2021-9,6,37
2021-09-19,false,16681,28.283436245,1,1293,41.581020080650404,2021-9,7,37
2021-09-19,true,11695,15.633518598,1,1351,25.947378691139548,2021-9,7,37
2021-09-20,false,7979,21.606216318,1,1119,39.485382954453684,2021-9,1,38
2021-09-20,true,11770,12.065420561,1,479,13.299317497287104,2021-9,1,38
2021-09-21,false,6569,19.001217841,1,1322,43.948138505547604,2021-9,2,38
2021-09-21,true,11468,11.371555633,1,1224,17.935283131642077,2021-9,2,38
2021-09-22,false,5842,17.182129408,1,1235,35.183784639023578,2021-9,3,38
2021-09-22,true,11063,11.358944229,1,828,19.45759946727004,2021-9,3,38
2021-09-23,false,7581,18.857538583,1,1360,41.218638298824651,2021-9,4,38
2021-09-23,true,12871,11.691943128,1,785,15.620806619651765,2021-9,4,38
2021-09-24,false,11389,21.84300641,1,1387,43.638049114674835,2021-9,5,38
2021-09-24,true,13155,13.097757507,1,1318,23.271618907729195,2021-9,5,38
2021-09-25,false,17436,25.965473733,1,1424,42.839883670438532,2021-9,6,38
2021-09-25,true,12490,14.491273018,1,479,16.029829951042153,2021-9,6,38
2021-09-26,false,14725,28.276332767,1,1426,48.6042475118674,2021-9,7,38
2021-09-26,true,11575,14.724665227,1,1000,23.950711642263663,2021-9,7,38
2021-09-27,false,8369,23.05592066,1,1147,41.595241998384964,2021-9,1,39
2021-09-27,true,13032,12.534146716,1,1063,28.411198396857021,2021-9,1,39
2021-09-28,false,8270,20.990689238,1,1161,42.373676382749764,2021-9,2,39
2021-09-28,true,14138,12.081977649,1,1154,20.935866588821572,2021-9,2,39
2021-09-29,false,8659,20.23039612,1,1427,41.680391509059262,2021-9,3,39
2021-09-29,true,14526,12.515214099,1,998,19.361777665590463,2021-9,3,39
2021-09-30,false,9117,20.079741143,1,1400,39.49662568658497,2021-9,4,39
2021-09-30,true,14619,12.063273822,1,867,17.875006792270462,2021-9,4,39