day,IS_MEMBER,COUNT,AVG_DURATION,temp_min,temp_avg,temp_max,rain,snow,wind_avg,wind_2min_peak
2020-10-01,false,3247,20.545426548,8.3,11.6,15.0,5.3,0,3.8,12.5
2020-10-01,true,7730,12.22160414,8.3,11.6,15.0,5.3,0,3.8,12.5
2020-10-02,false,5280,25.610037879,5.6,9.4,12.8,0.0,0,3.1,6.7
2020-10-02,true,8997,13.164610426,5.6,9.4,12.8,0.0,0,3.1,6.7
2020-10-03,false,6871,27.575316548,7.8,10.0,13.3,2.8,0,2.2,5.4
2020-10-03,true,7483,14.35560604,7.8,10.0,13.3,2.8,0,2.2,5.4
2020-10-04,false,5790,28.73851468,4.4,9.5,13.9,0.0,0,3.8,8.1
2020-10-04,true,6822,14.75608326,4.4,9.5,13.9,0.0,0,3.8,8.1
2020-10-05,false,3845,23.667360208,3.3,9.2,17.2,0.0,0,4.7,9.8
2020-10-05,true,8415,12.937849079,3.3,9.2,17.2,0.0,0,4.7,9.8
2020-10-06,false,5300,25.358113208,11.1,15.7,23.9,0.0,0,5.1,8.1
2020-10-06,true,10451,13.761936657,11.1,15.7,23.9,0.0,0,5.1,8.1
2020-10-07,false,6099,25.696179702,11.7,19.5,24.4,0.0,0,4.2,9.4
2020-10-07,true,11038,14.098387389,11.7,19.5,24.4,0.0,0,4.2,9.4
2020-10-08,false,5722,24.745893044,10.0,15.2,21.1,0.0,0,2.3,6.7
2020-10-08,true,10407,13.359565677,10.0,15.2,21.1,0.0,0,2.3,6.7
2020-10-09,false,9247,30.047474857,11.1,17.2,27.8,0.0,0,5.3,11.2
2020-10-09,true,11192,15.022605432,11.1,17.2,27.8,0.0,0,5.3,11.2
2020-10-10,false,13588,34.990653518,13.9,20.9,25.0,0.0,0,6.0,10.3
2020-10-10,true,10681,16.002995974,13.9,20.9,25.0,0.0,0,6.0,10.3
2020-10-11,false,10266,35.373076174,13.3,16.3,20.6,0.0,0,3.9,7.2
2020-10-11,true,9044,15.76415303,13.3,16.3,20.6,0.0,0,3.9,7.2
2020-10-12,false,2982,22.903085178,10.0,16.9,19.4,2.8,0,5.1,11.2
2020-10-12,true,6555,12.243630816,10.0,16.9,19.4,2.8,0,5.1,11.2
2020-10-13,false,5193,25.633545157,7.8,13.8,22.8,0.0,0,5.3,13.0
2020-10-13,true,10080,13.509722222,7.8,13.8,22.8,0.0,0,5.3,13.0
2020-10-14,false,5049,24.700534759,8.3,15.5,26.1,0.0,0,6.0,14.3
2020-10-14,true,9984,13.471053686,8.3,15.5,26.1,0.0,0,6.0,14.3
2020-10-15,false,3857,19.836919886,5.0,14.6,17.8,0.0,0,5.1,11.6
2020-10-15,true,8461,12.134381279,5.0,14.6,17.8,0.0,0,5.1,11.6
2020-10-16,false,4103,29.532537168,2.8,7.2,11.7,0.3,0,4.2,11.6
2020-10-16,true,7461,16.844122772,2.8,7.2,11.7,0.3,0,4.2,11.6
2020-10-17,false,6948,30.143350604,2.8,9.5,18.3,0.0,0,6.4,14.3
2020-10-17,true,7296,13.862390351,2.8,9.5,18.3,0.0,0,6.4,14.3
2020-10-18,false,1839,22.910821098,4.4,11.8,15.6,4.6,0,3.6,10.3
2020-10-18,true,3282,12.446374162,4.4,11.8,15.6,4.6,0,3.6,10.3
2020-10-19,false,1812,21.146799117,3.3,5.5,10.0,1.3,0,3.8,8.1
2020-10-19,true,5535,11.657633243,3.3,5.5,10.0,1.3,0,3.8,8.1
2020-10-20,false,2256,17.644946809,3.3,6.3,11.7,4.8,0,3.6,6.7
2020-10-20,true,6834,11.48697688,3.3,6.3,11.7,4.8,0,3.6,6.7
2020-10-21,false,2715,21.912707182,8.3,10.4,15.0,9.7,0,3.6,8.1
2020-10-21,true,7392,12.322104978,8.3,10.4,15.0,9.7,0,3.6,8.1
2020-10-22,false,4437,26.711967546,8.3,12.9,25.6,42.4,0,4.6,8.9
2020-10-22,true,8492,13.744936411,8.3,12.9,25.6,42.4,0,4.6,8.9
2020-10-23,false,1892,20.08615222,3.3,16.1,22.2,16.5,0,5.4,9.8
2020-10-23,true,5005,10.980619381,3.3,16.1,22.2,16.5,0,5.4,9.8
2020-10-24,false,5234,27.034008407,1.1,5.0,9.4,0.0,0,3.5,6.3
2020-10-24,true,6944,13.995679724,1.1,5.0,9.4,0.0,0,3.5,6.3
2020-10-25,false,3232,24.536200495,3.9,5.6,8.3,0.0,0,5.6,10.7
2020-10-25,true,5156,12.799262995,3.9,5.6,8.3,0.0,0,5.6,10.7
2020-10-26,false,1333,16.126031508,1.1,3.3,3.9,1.5,0,4.2,8.1
2020-10-26,true,5144,11.356531882,1.1,3.3,3.9,1.5,0,4.2,8.1
2020-10-27,false,1217,18.558751027,0.6,2.1,3.3,0.8,0,2.0,4.0
2020-10-27,true,4835,12.402275078,0.6,2.1,3.3,0.8,0,2.0,4.0
2020-10-28,false,2405,20.057796258,-0.5,3.9,10.6,0.0,0,3.3,7.6
2020-10-28,true,7081,12.151673492,-0.5,3.9,10.6,0.0,0,3.3,7.6
2020-10-29,false,1915,15.654830287,1.7,7.0,9.4,0.0,0,7.2,14.3
2020-10-29,true,6078,10.977459691,1.7,7.0,9.4,0.0,0,7.2,14.3
2020-10-30,false,2664,20.304054054,-0.5,2.9,6.7,0.0,0,2.7,6.7
2020-10-30,true,6559,12.399298674,-0.5,2.9,6.7,0.0,0,2.7,6.7
2020-10-31,false,5423,29.584916098,-1.0,5.0,15.0,0.0,0,6.2,12.5
2020-10-31,true,7518,14.709364193,-1.0,5.0,15.0,0.0,0,6.2,12.5
2020-11-01,false,1959,21.757018887,-1.0,7.2,12.8,0.0,0,7.2,14.3
2020-11-01,true,3869,11.611269062,-1.0,7.2,12.8,0.0,0,7.2,14.3
2020-11-02,false,1984,20.459173387,-2.1,2.7,10.6,0.0,0,4.8,10.7
2020-11-02,true,5998,11.304101367,-2.1,2.7,10.6,0.0,0,4.8,10.7
2020-11-03,false,3646,24.976961053,3.9,10.1,20.6,0.0,0,4.4,8.9
2020-11-03,true,8097,13.395331604,3.9,10.1,20.6,0.0,0,4.4,8.9
2020-11-04,false,3730,26.858176944,11.1,16.2,23.3,0.0,0,6.1,10.3
2020-11-04,true,8057,13.45264987,11.1,16.2,23.3,0.0,0,6.1,10.3
2020-11-05,false,3953,24.755122692,12.8,17.3,21.7,0.0,0,4.4,7.6
2020-11-05,true,8216,12.892648491,12.8,17.3,21.7,0.0,0,4.4,7.6
2020-11-06,false,6234,30.996631376,10.6,16.0,23.3,0.0,0,4.0,8.9
2020-11-06,true,9541,13.884917724,10.6,16.0,23.3,0.0,0,4.0,8.9
2020-11-07,false,12560,35.607484076,12.2,17.1,22.2,0.0,0,4.4,8.1
2020-11-07,true,10775,17.027935035,12.2,17.1,22.2,0.0,0,4.4,8.1
2020-11-08,false,9249,35.906152016,11.1,17.2,24.4,0.0,0,3.8,8.1
2020-11-08,true,8834,16.849898121,11.1,17.2,24.4,0.0,0,3.8,8.1
2020-11-09,false,4936,30.369732577,17.2,20.8,24.4,0.0,0,5.4,10.7
2020-11-09,true,8900,13.423820225,17.2,20.8,24.4,0.0,0,5.4,10.7
2020-11-10,false,2545,22.486051081,5.6,21.4,23.9,8.1,0,8.5,17.4
2020-11-10,true,6371,11.987757024,5.6,21.4,23.9,8.1,0,8.5,17.4
2020-11-11,false,2181,19.933516735,1.7,6.3,7.2,0.0,0,3.9,9.8
2020-11-11,true,6431,11.478619188,1.7,6.3,7.2,0.0,0,3.9,9.8
2020-11-12,false,2367,19.548795944,1.7,5.9,12.2,0.5,0,2.7,6.7
2020-11-12,true,6583,11.565395716,1.7,5.9,12.2,0.5,0,2.7,6.7
2020-11-13,false,2216,19.380866426,-1.0,4.9,7.8,0.0,0,3.6,9.4
2020-11-13,true,5787,11.583203733,-1.0,4.9,7.8,0.0,0,3.6,9.4
2020-11-14,false,2503,25.143827407,-1.6,1.7,10.6,6.6,0,5.5,10.7
2020-11-14,true,4517,12.251272969,-1.6,1.7,10.6,6.6,0,5.5,10.7
2020-11-15,false,970,21.281443299,1.1,7.9,12.8,1.8,0,8.9,15.7
2020-11-15,true,2425,10.432164948,1.1,7.9,12.8,1.8,0,8.9,15.7
2020-11-16,false,1623,19.076401725,0.0,3.1,8.3,0.0,0,5.2,10.7
2020-11-16,true,5413,11.490301127,0.0,3.1,8.3,0.0,0,5.2,10.7
2020-11-17,false,1390,17.85971223,-1.6,3.1,5.6,0.0,0,4.2,10.3
2020-11-17,true,5095,11.710500491,-1.6,3.1,5.6,0.0,0,4.2,10.3
2020-11-18,false,1674,18.590203106,1.1,5.2,10.6,0.0,0,6.5,12.5
2020-11-18,true,5546,11.791922106,1.1,5.2,10.6,0.0,0,6.5,12.5
2020-11-19,false,2667,23.003374578,8.9,11.9,18.9,0.0,0,8.9,12.5
2020-11-19,true,6418,12.46759115,8.9,11.9,18.9,0.0,0,8.9,12.5
2020-11-20,false,3002,24.579946702,6.1,14.1,16.1,0.0,0,4.7,9.8
2020-11-20,true,6720,13.368303571,6.1,14.1,16.1,0.0,0,4.7,9.8
2020-11-21,false,2690,25.93197026,2.2,6.2,8.9,0.0,0,2.9,5.8
2020-11-21,true,5075,13.123152709,2.2,6.2,8.9,0.0,0,2.9,5.8
2020-11-22,false,1596,25.513784461,5.0,6.2,8.3,0.0,0,3.0,5.8
2020-11-22,true,3322,14.041842264,5.0,6.2,8.3,0.0,0,3.0,5.8
2020-11-23,false,1538,23.007802341,0.6,4.8,7.8,0.0,0,2.6,5.8
2020-11-23,true,4762,11.898572029,0.6,4.8,7.8,0.0,0,2.6,5.8
2020-11-24,false,518,21.075289575,0.6,3.0,7.2,14.7,18,4.2,7.2
2020-11-24,true,2226,10.763252471,0.6,3.0,7.2,14.7,18,4.2,7.2
2020-11-25,false,675,22.214814815,6.7,7.2,8.3,11.9,0,3.6,6.3
2020-11-25,true,2530,13.345849802,6.7,7.2,8.3,11.9,0,3.6,6.3
2020-11-26,false,1182,29.72927242,5.0,6.7,7.8,0.0,0,4.2,8.1
2020-11-26,true,2348,13.994889267,5.0,6.7,7.8,0.0,0,4.2,8.1
2020-11-27,false,1758,28.462457338,0.6,5.4,7.2,0.0,0,3.3,5.8
2020-11-27,true,3490,14.119770774,0.6,5.4,7.2,0.0,0,3.3,5.8
2020-11-28,false,2848,33.514747191,-1.6,3.0,10.0,0.0,0,4.9,8.9
2020-11-28,true,4281,15.538659192,-1.6,3.0,10.0,0.0,0,4.9,8.9
2020-11-29,false,1795,25.759888579,2.8,6.0,9.4,0.0,0,5.2,10.3
2020-11-29,true,3556,13.802024747,2.8,6.0,9.4,0.0,0,5.2,10.3
2020-11-30,false,650,16.029230769,-1.6,1.4,2.8,0.0,0,7.6,10.7
2020-11-30,true,3229,10.228553732,-1.6,1.4,2.8,0.0,0,7.6,10.7
2020-12-01,false,752,18.638297872,-3.8,-1.6,1.7,0.0,0,3.7,7.2
2020-12-01,true,3689,10.815397127,-3.8,-1.6,1.7,0.0,0,3.7,7.2
2020-12-02,false,1072,20.202425373,-3.8,0.7,8.9,0.0,0,3.0,6.7
2020-12-02,true,4300,11.647906977,-3.8,0.7,8.9,0.0,0,3.0,6.7
2020-12-03,false,1149,19.161879896,-1.0,2.4,6.7,0.0,0,4.9,8.9
2020-12-03,true,4189,11.945810456,-1.0,2.4,6.7,0.0,0,4.9,8.9
2020-12-04,false,1391,21.553558591,-1.0,3.1,7.8,0.0,0,4.6,8.9
2020-12-04,true,4664,12.673241852,-1.0,3.1,7.8,0.0,0,4.6,8.9
2020-12-05,false,1790,23.396089385,-1.6,1.2,5.0,0.0,0,2.2,4.0
2020-12-05,true,4186,12.978499761,-1.6,1.2,5.0,0.0,0,2.2,4.0
2020-12-06,false,1150,24.667826087,1.1,1.9,2.8,0.0,0,2.1,5.8
2020-12-06,true,3087,12.670229997,1.1,1.9,2.8,0.0,0,2.1,5.8
2020-12-07,false,858,19.342657343,0.6,2.0,3.3,0.0,0,1.8,4.0
2020-12-07,true,3769,11.299018307,0.6,2.0,3.3,0.0,0,1.8,4.0
2020-12-08,false,802,16.407730673,0.6,1.7,2.2,0.0,0,4.5,9.4
2020-12-08,true,3862,11.373381668,0.6,1.7,2.2,0.0,0,4.5,9.4
2020-12-09,false,1475,22.925423729,0.0,4.1,11.7,0.0,0,2.5,5.8
2020-12-09,true,5096,12.816718995,0.0,4.1,11.7,0.0,0,2.5,5.8
2020-12-10,false,1969,23.549517522,-0.5,5.6,13.9,0.0,0,2.0,6.7
2020-12-10,true,5593,13.672805292,-0.5,5.6,13.9,0.0,0,2.0,6.7
2020-12-11,false,713,18.373071529,2.2,6.2,6.7,20.8,0,6.6,12.5
2020-12-11,true,3111,11.032144005,2.2,6.2,6.7,20.8,0,6.6,12.5
2020-12-12,false,543,18.861878453,-1.0,4.4,5.6,21.6,0,6.8,11.6
2020-12-12,true,1899,11.228541338,-1.0,4.4,5.6,21.6,0,6.8,11.6
2020-12-13,false,1421,24.622800844,-2.7,-0.4,2.2,0.0,0,3.0,9.4
2020-12-13,true,3299,14.405274326,-2.7,-0.4,2.2,0.0,0,3.0,9.4
2020-12-14,false,818,15.887530562,-6.0,-1.2,0.0,0.0,0,4.3,7.6
2020-12-14,true,3541,10.975713075,-6.0,-1.2,0.0,0.0,0,4.3,7.6
2020-12-15,false,763,16.279161206,-7.7,-3.9,1.1,0.0,0,4.0,7.2
2020-12-15,true,3591,11.138958507,-7.7,-3.9,1.1,0.0,0,4.0,7.2
2020-12-16,false,652,18.878834356,-1.6,-0.4,1.1,0.0,0,4.2,6.7
2020-12-16,true,3098,11.112330536,-1.6,-0.4,1.1,0.0,0,4.2,6.7
2020-12-17,false,710,18.477464789,-2.7,0.6,1.7,0.0,0,2.3,5.4
2020-12-17,true,3257,11.398833282,-2.7,0.6,1.7,0.0,0,2.3,5.4
2020-12-18,false,1062,20.607344633,-4.3,-1.1,2.8,0.0,0,4.5,9.4
2020-12-18,true,3888,11.883487654,-4.3,-1.1,2.8,0.0,0,4.5,9.4
2020-12-19,false,1488,26.442204301,2.2,3.5,6.1,0.0,0,4.3,8.1
2020-12-19,true,3580,12.569273743,2.2,3.5,6.1,0.0,0,4.3,8.1
2020-12-20,false,1343,29.148175726,0.0,2.4,5.0,0.0,0,4.1,8.9
2020-12-20,true,2931,13.534288639,0.0,2.4,5.0,0.0,0,4.1,8.9
2020-12-21,false,1077,21.894150418,0.6,3.0,7.8,0.0,0,5.8,11.2
2020-12-21,true,3536,12.113687783,0.6,3.0,7.8,0.0,0,5.8,11.2
2020-12-22,false,1078,21.358070501,0.0,2.9,5.6,0.0,0,4.6,9.8
2020-12-22,true,3731,12.676226213,0.0,2.9,5.6,0.0,0,4.6,9.8
2020-12-23,false,1049,21.312678742,-3.2,8.2,14.4,4.3,0,9.3,13.9
2020-12-23,true,3420,12.219590643,-3.2,8.2,14.4,4.3,0,9.3,13.9
2020-12-24,false,263,16.353612167,-12.7,-5.6,-3.2,0.0,5,6.6,14.3
2020-12-24,true,1346,10.135958395,-12.7,-5.6,-3.2,0.0,5,6.6,14.3
2020-12-25,false,264,31.397727273,-13.2,-10.3,-5.5,0.0,0,5.6,9.8
2020-12-25,true,577,12.47660312,-13.2,-10.3,-5.5,0.0,0,5.6,9.8
2020-12-26,false,690,33.707246377,-7.1,-4.9,0.6,0.0,0,2.6,6.7
2020-12-26,true,1674,13.419354839,-7.1,-4.9,0.6,0.0,0,2.6,6.7
2020-12-27,false,1137,29.631486368,-3.8,-0.1,8.3,0.0,0,3.9,9.8
2020-12-27,true,2316,14.254749568,-3.8,-0.1,8.3,0.0,0,3.9,9.8
2020-12-28,false,742,24.739892183,-6.0,0.6,1.1,0.0,0,4.7,8.1
2020-12-28,true,2877,13.279457769,-6.0,0.6,1.1,0.0,0,4.7,8.1
2020-12-29,false,537,20.664804469,-7.7,-4.3,0.0,13.2,66,3.7,8.9
2020-12-29,true,2075,12.037590361,-7.7,-4.3,0.0,13.2,66,3.7,8.9
2020-12-30,false,311,24.54340836,-3.2,-0.1,1.7,4.8,0,6.3,10.7
2020-12-30,true,1518,11.789855072,-3.2,-0.1,1.7,4.8,0,6.3,10.7
2020-12-31,false,555,25.731531532,-7.7,-3.6,-1.6,0.0,0,1.8,5.8
2020-12-31,true,2120,12.922169811,-7.7,-3.6,-1.6,0.0,0,1.8,5.8
2021-01-01,false,270,23.318518519,-7.1,-2.9,1.7,9.7,33,5.3,10.3
2021-01-01,true,776,12.469072165,-7.1,-2.9,1.7,9.7,33,5.3,10.3
2021-01-02,false,537,27.089385475,-2.1,0.0,1.7,0.0,0,2.8,7.2
2021-01-02,true,1713,13.027437245,-2.1,0.0,1.7,0.0,0,2.8,7.2
2021-01-03,false,570,22.622807018,-3.2,-0.1,0.6,0.8,10,3.1,5.8
2021-01-03,true,1774,12.384441939,-3.2,-0.1,0.6,0.8,10,3.1,5.8
2021-01-04,false,520,17.190384615,-4.3,-2.8,-1.0,0.0,0,3.5,6.3
2021-01-04,true,2633,14.051652108,-4.3,-2.8,-1.0,0.0,0,3.5,6.3
2021-01-05,false,635,20.875590551,-1.6,-0.6,2.8,0.0,0,2.5,6.7
2021-01-05,true,3161,11.613097121,-1.6,-0.6,2.8,0.0,0,2.5,6.7
2021-01-06,false,694,23.760806916,-0.5,0.6,3.9,0.0,0,2.1,4.5
2021-01-06,true,3135,13.812440191,-0.5,0.6,3.9,0.0,0,2.1,4.5
2021-01-07,false,733,17.708049113,0.6,1.8,3.3,0.0,0,4.1,6.7
2021-01-07,true,3089,11.826804791,0.6,1.8,3.3,0.0,0,4.1,6.7
2021-01-08,false,679,20.306332842,-1.0,1.0,2.2,0.5,5,5.3,9.8
2021-01-08,true,3146,12.444055944,-1.0,1.0,2.2,0.5,5,5.3,9.8
2021-01-09,false,1387,29.296322999,-2.1,-0.3,2.8,0.0,0,3.3,5.8
2021-01-09,true,3495,13.441773963,-2.1,-0.3,2.8,0.0,0,3.3,5.8
2021-01-10,false,836,20.34569378,-4.3,-1.7,-1.6,0.0,0,2.6,6.7
2021-01-10,true,2421,12.353572904,-4.3,-1.7,-1.6,0.0,0,2.6,6.7
2021-01-11,false,525,18.561904762,-5.5,-3.8,-1.0,0.0,0,5.9,8.9
2021-01-11,true,2808,11.59045584,-5.5,-3.8,-1.0,0.0,0,5.9,8.9
2021-01-12,false,707,19.289957567,-2.7,-0.7,2.8,0.0,0,4.8,7.2
2021-01-12,true,3427,11.620367669,-2.7,-0.7,2.8,0.0,0,4.8,7.2
2021-01-13,false,759,17.035573123,-0.5,1.4,5.0,0.0,0,3.8,6.7
2021-01-13,true,3645,12.192318244,-0.5,1.4,5.0,0.0,0,3.8,6.7
2021-01-14,false,563,20.14920071,0.0,2.4,4.4,3.6,0,4.1,8.9
2021-01-14,true,3006,10.879574185,0.0,2.4,4.4,3.6,0,4.1,8.9
2021-01-15,false,802,21.416458853,-1.0,1.9,3.9,0.3,0,2.7,6.3
2021-01-15,true,3281,11.93934776,-1.0,1.9,3.9,0.3,0,2.7,6.3
2021-01-16,false,845,26.655621302,-1.0,0.6,2.2,1.8,18,3.8,6.7
2021-01-16,true,2407,14.444536768,-1.0,0.6,2.2,1.8,18,3.8,6.7
2021-01-17,false,606,18.99339934,-2.7,-0.1,1.1,1.3,18,3.0,4.5
2021-01-17,true,1908,13.697589099,-2.7,-0.1,1.1,1.3,18,3.0,4.5
2021-01-18,false,611,21.973813421,-4.9,-2.0,-1.0,0.0,3,4.1,7.6
2021-01-18,true,2926,11.393369788,-4.9,-2.0,-1.0,0.0,3,4.1,7.6
2021-01-19,false,369,15.132791328,-6.6,-4.3,0.0,1.3,43,4.5,10.3
2021-01-19,true,2716,10.620029455,-6.6,-4.3,0.0,1.3,43,4.5,10.3
2021-01-20,false,365,17.191780822,-10.5,-5.2,1.1,0.0,0,5.8,11.2
2021-01-20,true,2291,11.790484505,-10.5,-5.2,1.1,0.0,0,5.8,11.2
2021-01-21,false,677,21.223042836,-1.0,1.1,3.9,0.0,0,6.4,11.6
2021-01-21,true,3460,11.869653179,-1.0,1.1,3.9,0.0,0,6.4,11.6
2021-01-22,false,479,17.818371608,-11.0,-5.1,-1.0,0.0,0,4.6,8.9
2021-01-22,true,2599,10.65409773,-11.0,-5.1,-1.0,0.0,0,4.6,8.9
2021-01-23,false,789,19.835234474,-12.1,-8.3,-1.0,0.0,0,2.5,5.4
2021-01-23,true,2714,11.947678703,-12.1,-8.3,-1.0,0.0,0,2.5,5.4
2021-01-24,false,700,23.484285714,-2.7,-1.3,1.1,0.5,0,3.1,5.8
2021-01-24,true,2282,12.598159509,-2.7,-1.3,1.1,0.5,0,3.1,5.8
2021-01-25,false,399,16.704260652,-2.1,-0.6,1.1,1.3,18,6.4,11.2
2021-01-25,true,2605,13.770441459,-2.1,-0.6,1.1,1.3,18,6.4,11.2
2021-01-26,false,145,17.882758621,-3.8,-0.6,0.0,12.2,135,7.9,11.2
2021-01-26,true,1106,13.726943942,-3.8,-0.6,0.0,12.2,135,7.9,11.2
2021-01-27,false,236,16.716101695,-9.9,-4.3,-2.7,0.0,0,5.0,7.2
2021-01-27,true,1982,13.13975782,-9.9,-4.3,-2.7,0.0,0,5.0,7.2
2021-01-28,false,336,19.455357143,-13.2,-8.4,-3.2,0.0,0,2.3,5.8
2021-01-28,true,2224,11.677607914,-13.2,-8.4,-3.2,0.0,0,2.3,5.8
2021-01-29,false,551,17.858439201,-8.8,-5.6,0.0,0.0,0,2.7,6.3
2021-01-29,true,2668,12.721889055,-8.8,-5.6,0.0,0.0,0,2.7,6.3
2021-01-30,false,385,19.197402597,-1.6,-0.8,1.1,9.1,114,7.4,13.0
2021-01-30,true,1795,12.860724234,-1.6,-0.8,1.1,9.1,114,7.4,13.0
2021-01-31,false,105,48.504761905,-1.0,-0.7,0.0,7.4,160,7.5,10.7
